Query ID,Subject ID,Percent identity
Roseiflexus sp. RS-1,Meiothermus silvanus DSM 9946,76.4
Roseiflexus sp. RS-1,Meiothermus taiwanensis WR-220,75.6
Roseiflexus sp. RS-1,Oscillochloris trichoides DG-6,83.6
Roseiflexus sp. RS-1,Pseudanabaena sp. ABRG5-3,74.6
Roseiflexus sp. RS-1,Pseudanabaena sp. PCC 7367,75.1
Roseiflexus sp. RS-1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,72.9
Roseiflexus sp. RS-1,Pseudothermotoga lettingae TMO,73.1
Roseiflexus sp. RS-1,Roseiflexus castenholzii DSM 13941,95.5
Roseiflexus sp. RS-1,Roseiflexus sp. RS-1,100
Roseiflexus sp. RS-1,Synechococcus sp. JA-2-3B'a(2-13),77.9
Roseiflexus sp. RS-1,Synechococcus sp. JA-3-3Ab,77.6
Roseiflexus sp. RS-1,Thermocrinis ruber strain DSM 23557,73.1
Roseiflexus sp. RS-1,Thermodesulfovibrio sp. N1,75
Roseiflexus sp. RS-1,Thermodesulfovibrio thiophilus DSM 17215,73.9
Roseiflexus sp. RS-1,Thermus aquaticus Y51MC23,75.4
Roseiflexus sp. RS-1,Thermus brockianus strain GE-1,75.6
Synechococcus sp. JA-2-3B'a(2-13),Caldimicrobium thiodismutans strain TF1,76
Synechococcus sp. JA-2-3B'a(2-13),Candidatus Solibacter usitatus Ellin6076,76.8
Synechococcus sp. JA-2-3B'a(2-13),Candidatus Thermochlorobacteriaceae bacterium GBChlB,78.9
Synechococcus sp. JA-2-3B'a(2-13),Chloracidobacterium thermophilum B,78.2
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus aggregans DSM 9485,75.6
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus aurantiacus J-10-fl,76.4
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus aurantiacus Y-400-fl,76.4
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus islandicus strain isl-2,75.8
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus sp. MS-G,76.1
Synechococcus sp. JA-2-3B'a(2-13),Chloroflexus sp. Y-396-1,76.1
Synechococcus sp. JA-2-3B'a(2-13),Elioraea tepidiphila DSM 17972,80.2
Synechococcus sp. JA-2-3B'a(2-13),Gloeomargarita lithophora Alchichica-D10,87.5
Synechococcus sp. JA-2-3B'a(2-13),Ignavibacterium album JCM 16511,75.9
Synechococcus sp. JA-2-3B'a(2-13),Meiothermus ruber DSM 1279,77.7
Synechococcus sp. JA-2-3B'a(2-13),Meiothermus silvanus DSM 9946,77.6
Synechococcus sp. JA-2-3B'a(2-13),Meiothermus taiwanensis WR-220,77.8
Synechococcus sp. JA-2-3B'a(2-13),Oscillochloris trichoides DG-6,77.1
Synechococcus sp. JA-2-3B'a(2-13),Pseudanabaena sp. ABRG5-3,86.6
Synechococcus sp. JA-2-3B'a(2-13),Pseudanabaena sp. PCC 7367,87.2
Synechococcus sp. JA-2-3B'a(2-13),Pseudothermotoga hypogea DSM 11164 = NBRC 106472,76.2
Synechococcus sp. JA-2-3B'a(2-13),Pseudothermotoga lettingae TMO,76.1
Synechococcus sp. JA-2-3B'a(2-13),Roseiflexus castenholzii DSM 13941,78.7
Synechococcus sp. JA-2-3B'a(2-13),Roseiflexus sp. RS-1,77.9
Synechococcus sp. JA-2-3B'a(2-13),Synechococcus sp. JA-2-3B'a(2-13),100
Synechococcus sp. JA-2-3B'a(2-13),Synechococcus sp. JA-3-3Ab,96.7
Synechococcus sp. JA-2-3B'a(2-13),Thermocrinis ruber strain DSM 23557,73.3
Synechococcus sp. JA-2-3B'a(2-13),Thermodesulfovibrio sp. N1,79.4
Synechococcus sp. JA-2-3B'a(2-13),Thermodesulfovibrio thiophilus DSM 17215,78.3
Synechococcus sp. JA-2-3B'a(2-13),Thermus aquaticus Y51MC23,76.5
Synechococcus sp. JA-2-3B'a(2-13),Thermus brockianus strain GE-1,76.7
Synechococcus sp. JA-3-3Ab,Caldimicrobium thiodismutans strain TF1,75.8
Synechococcus sp. JA-3-3Ab,Candidatus Solibacter usitatus Ellin6076,77.2
Synechococcus sp. JA-3-3Ab,Candidatus Thermochlorobacteriaceae bacterium GBChlB,78.5
Synechococcus sp. JA-3-3Ab,Chloracidobacterium thermophilum B,78.8
Synechococcus sp. JA-3-3Ab,Chloroflexus aggregans DSM 9485,76.1
Synechococcus sp. JA-3-3Ab,Chloroflexus aurantiacus J-10-fl,76.4
Synechococcus sp. JA-3-3Ab,Chloroflexus aurantiacus Y-400-fl,76.4
Synechococcus sp. JA-3-3Ab,Chloroflexus islandicus strain isl-2,76.7
Synechococcus sp. JA-3-3Ab,Chloroflexus sp. MS-G,76.6
Synechococcus sp. JA-3-3Ab,Chloroflexus sp. Y-396-1,76.5
Synechococcus sp. JA-3-3Ab,Elioraea tepidiphila DSM 17972,79.5
Synechococcus sp. JA-3-3Ab,Gloeomargarita lithophora Alchichica-D10,87.6
Synechococcus sp. JA-3-3Ab,Ignavibacterium album JCM 16511,75.5
Synechococcus sp. JA-3-3Ab,Meiothermus ruber DSM 1279,78
Synechococcus sp. JA-3-3Ab,Meiothermus silvanus DSM 9946,78.1
Synechococcus sp. JA-3-3Ab,Meiothermus taiwanensis WR-220,78.1
Synechococcus sp. JA-3-3Ab,Oscillochloris trichoides DG-6,76.1
Synechococcus sp. JA-3-3Ab,Pseudanabaena sp. ABRG5-3,85.7
Synechococcus sp. JA-3-3Ab,Pseudanabaena sp. PCC 7367,87.3
Synechococcus sp. JA-3-3Ab,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,76.8
Synechococcus sp. JA-3-3Ab,Pseudothermotoga lettingae TMO,76.1
Synechococcus sp. JA-3-3Ab,Roseiflexus castenholzii DSM 13941,78.3
Synechococcus sp. JA-3-3Ab,Roseiflexus sp. RS-1,77.6
Synechococcus sp. JA-3-3Ab,Synechococcus sp. JA-2-3B'a(2-13),96.7
Synechococcus sp. JA-3-3Ab,Synechococcus sp. JA-3-3Ab,100
Synechococcus sp. JA-3-3Ab,Thermocrinis ruber strain DSM 23557,74
Synechococcus sp. JA-3-3Ab,Thermodesulfovibrio sp. N1,79.5
Synechococcus sp. JA-3-3Ab,Thermodesulfovibrio thiophilus DSM 17215,78.1
Synechococcus sp. JA-3-3Ab,Thermus aquaticus Y51MC23,77.3
Synechococcus sp. JA-3-3Ab,Thermus brockianus strain GE-1,77.4
Thermocrinis ruber strain DSM 23557,Caldimicrobium thiodismutans strain TF1,78.3
Thermocrinis ruber strain DSM 23557,Candidatus Solibacter usitatus Ellin6076,72.9
Thermocrinis ruber strain DSM 23557,Candidatus Thermochlorobacteriaceae bacterium GBChlB,74.3
Thermocrinis ruber strain DSM 23557,Chloracidobacterium thermophilum B,71.8
Thermocrinis ruber strain DSM 23557,Chloroflexus aggregans DSM 9485,73.4
Thermocrinis ruber strain DSM 23557,Chloroflexus aurantiacus J-10-fl,73.7
Thermocrinis ruber strain DSM 23557,Chloroflexus aurantiacus Y-400-fl,73.7
Thermocrinis ruber strain DSM 23557,Chloroflexus islandicus strain isl-2,73.3
Thermocrinis ruber strain DSM 23557,Chloroflexus sp. MS-G,73.5
Thermocrinis ruber strain DSM 23557,Chloroflexus sp. Y-396-1,73.5
Thermocrinis ruber strain DSM 23557,Elioraea tepidiphila DSM 17972,75.1
Thermocrinis ruber strain DSM 23557,Gloeomargarita lithophora Alchichica-D10,73.3
Thermocrinis ruber strain DSM 23557,Ignavibacterium album JCM 16511,73.4
Thermocrinis ruber strain DSM 23557,Meiothermus ruber DSM 1279,73.3
Thermocrinis ruber strain DSM 23557,Meiothermus silvanus DSM 9946,73.8
Thermocrinis ruber strain DSM 23557,Meiothermus taiwanensis WR-220,73.9
Thermocrinis ruber strain DSM 23557,Oscillochloris trichoides DG-6,75.2
Thermocrinis ruber strain DSM 23557,Pseudanabaena sp. ABRG5-3,72.4
Thermocrinis ruber strain DSM 23557,Pseudanabaena sp. PCC 7367,71.7
Thermocrinis ruber strain DSM 23557,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,78.4
Thermocrinis ruber strain DSM 23557,Pseudothermotoga lettingae TMO,77.5
Thermocrinis ruber strain DSM 23557,Roseiflexus castenholzii DSM 13941,73.6
Thermocrinis ruber strain DSM 23557,Roseiflexus sp. RS-1,73.1
Thermocrinis ruber strain DSM 23557,Synechococcus sp. JA-2-3B'a(2-13),73.3
Thermocrinis ruber strain DSM 23557,Synechococcus sp. JA-3-3Ab,74
Thermocrinis ruber strain DSM 23557,Thermocrinis ruber strain DSM 23557,100
Thermocrinis ruber strain DSM 23557,Thermodesulfovibrio sp. N1,76.2
Thermocrinis ruber strain DSM 23557,Thermodesulfovibrio thiophilus DSM 17215,74.7
Thermocrinis ruber strain DSM 23557,Thermus aquaticus Y51MC23,76
Thermocrinis ruber strain DSM 23557,Thermus brockianus strain GE-1,76
Thermodesulfovibrio sp. N1,Caldimicrobium thiodismutans strain TF1,79.5
Thermodesulfovibrio sp. N1,Candidatus Solibacter usitatus Ellin6076,78.3
Thermodesulfovibrio sp. N1,Candidatus Thermochlorobacteriaceae bacterium GBChlB,76.8
Thermodesulfovibrio sp. N1,Chloracidobacterium thermophilum B,78
Thermodesulfovibrio sp. N1,Chloroflexus aggregans DSM 9485,74.8
Thermodesulfovibrio sp. N1,Chloroflexus aurantiacus J-10-fl,75.6
Thermodesulfovibrio sp. N1,Chloroflexus aurantiacus Y-400-fl,75.6
Thermodesulfovibrio sp. N1,Chloroflexus islandicus strain isl-2,75
Thermodesulfovibrio sp. N1,Chloroflexus sp. MS-G,75.2
Thermodesulfovibrio sp. N1,Chloroflexus sp. Y-396-1,75.4
Thermodesulfovibrio sp. N1,Elioraea tepidiphila DSM 17972,80
Thermodesulfovibrio sp. N1,Gloeomargarita lithophora Alchichica-D10,78.5
Thermodesulfovibrio sp. N1,Ignavibacterium album JCM 16511,78.9
Thermodesulfovibrio sp. N1,Meiothermus ruber DSM 1279,75.7
Thermodesulfovibrio sp. N1,Meiothermus silvanus DSM 9946,78.2
Thermodesulfovibrio sp. N1,Meiothermus taiwanensis WR-220,76
Thermodesulfovibrio sp. N1,Oscillochloris trichoides DG-6,76.4
Thermodesulfovibrio sp. N1,Pseudanabaena sp. ABRG5-3,76.1
Thermodesulfovibrio sp. N1,Pseudanabaena sp. PCC 7367,76.7
Thermodesulfovibrio sp. N1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,79.5
Thermodesulfovibrio sp. N1,Pseudothermotoga lettingae TMO,78.2
Thermodesulfovibrio sp. N1,Roseiflexus castenholzii DSM 13941,75.7
Thermodesulfovibrio sp. N1,Roseiflexus sp. RS-1,75
Thermodesulfovibrio sp. N1,Synechococcus sp. JA-2-3B'a(2-13),79.4
Thermodesulfovibrio sp. N1,Synechococcus sp. JA-3-3Ab,79.5
Thermodesulfovibrio sp. N1,Thermocrinis ruber strain DSM 23557,76.2
Thermodesulfovibrio sp. N1,Thermodesulfovibrio sp. N1,100
Thermodesulfovibrio sp. N1,Thermodesulfovibrio thiophilus DSM 17215,95.5
Thermodesulfovibrio sp. N1,Thermus aquaticus Y51MC23,78.4
Thermodesulfovibrio sp. N1,Thermus brockianus strain GE-1,78.1
Thermodesulfovibrio thiophilus DSM 17215,Caldimicrobium thiodismutans strain TF1,78.5
Thermodesulfovibrio thiophilus DSM 17215,Candidatus Solibacter usitatus Ellin6076,77.7
Thermodesulfovibrio thiophilus DSM 17215,Candidatus Thermochlorobacteriaceae bacterium GBChlB,77.1
Thermodesulfovibrio thiophilus DSM 17215,Chloracidobacterium thermophilum B,78
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus aggregans DSM 9485,74
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus aurantiacus J-10-fl,74.5
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus aurantiacus Y-400-fl,74.5
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus islandicus strain isl-2,74
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus sp. MS-G,74.4
Thermodesulfovibrio thiophilus DSM 17215,Chloroflexus sp. Y-396-1,74.5
Thermodesulfovibrio thiophilus DSM 17215,Elioraea tepidiphila DSM 17972,79.9
Thermodesulfovibrio thiophilus DSM 17215,Gloeomargarita lithophora Alchichica-D10,78.3
Thermodesulfovibrio thiophilus DSM 17215,Ignavibacterium album JCM 16511,78.1
Thermodesulfovibrio thiophilus DSM 17215,Meiothermus ruber DSM 1279,75
Thermodesulfovibrio thiophilus DSM 17215,Meiothermus silvanus DSM 9946,77.1
Thermodesulfovibrio thiophilus DSM 17215,Meiothermus taiwanensis WR-220,75.3
Thermodesulfovibrio thiophilus DSM 17215,Oscillochloris trichoides DG-6,75.7
Thermodesulfovibrio thiophilus DSM 17215,Pseudanabaena sp. ABRG5-3,75.6
Thermodesulfovibrio thiophilus DSM 17215,Pseudanabaena sp. PCC 7367,76.9
Thermodesulfovibrio thiophilus DSM 17215,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,78.5
Thermodesulfovibrio thiophilus DSM 17215,Pseudothermotoga lettingae TMO,77.7
Thermodesulfovibrio thiophilus DSM 17215,Roseiflexus castenholzii DSM 13941,74.2
Thermodesulfovibrio thiophilus DSM 17215,Roseiflexus sp. RS-1,73.9
Thermodesulfovibrio thiophilus DSM 17215,Synechococcus sp. JA-2-3B'a(2-13),78.3
Thermodesulfovibrio thiophilus DSM 17215,Synechococcus sp. JA-3-3Ab,78.1
Thermodesulfovibrio thiophilus DSM 17215,Thermocrinis ruber strain DSM 23557,74.7
Thermodesulfovibrio thiophilus DSM 17215,Thermodesulfovibrio sp. N1,95.5
Thermodesulfovibrio thiophilus DSM 17215,Thermodesulfovibrio thiophilus DSM 17215,100
Thermodesulfovibrio thiophilus DSM 17215,Thermus aquaticus Y51MC23,76.5
Thermodesulfovibrio thiophilus DSM 17215,Thermus brockianus strain GE-1,76.7
Thermus aquaticus Y51MC23,Caldimicrobium thiodismutans strain TF1,78.3
Thermus aquaticus Y51MC23,Candidatus Solibacter usitatus Ellin6076,76.3
Thermus aquaticus Y51MC23,Candidatus Thermochlorobacteriaceae bacterium GBChlB,77.4
Thermus aquaticus Y51MC23,Chloracidobacterium thermophilum B,74.7
Thermus aquaticus Y51MC23,Chloroflexus aggregans DSM 9485,76
Thermus aquaticus Y51MC23,Chloroflexus aurantiacus J-10-fl,76.4
Thermus aquaticus Y51MC23,Chloroflexus aurantiacus Y-400-fl,76.4
Thermus aquaticus Y51MC23,Chloroflexus islandicus strain isl-2,75.9
Thermus aquaticus Y51MC23,Chloroflexus sp. MS-G,75.6
Thermus aquaticus Y51MC23,Chloroflexus sp. Y-396-1,76.5
Thermus aquaticus Y51MC23,Elioraea tepidiphila DSM 17972,76.9
Thermus aquaticus Y51MC23,Gloeomargarita lithophora Alchichica-D10,76.7
Thermus aquaticus Y51MC23,Ignavibacterium album JCM 16511,76.4
Thermus aquaticus Y51MC23,Meiothermus ruber DSM 1279,85.9
Thermus aquaticus Y51MC23,Meiothermus silvanus DSM 9946,85.8
Thermus aquaticus Y51MC23,Meiothermus taiwanensis WR-220,86.4
Thermus aquaticus Y51MC23,Oscillochloris trichoides DG-6,75.2
Thermus aquaticus Y51MC23,Pseudanabaena sp. ABRG5-3,75.3
Thermus aquaticus Y51MC23,Pseudanabaena sp. PCC 7367,75.1
Thermus aquaticus Y51MC23,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,78.3
Thermus aquaticus Y51MC23,Pseudothermotoga lettingae TMO,77
Thermus aquaticus Y51MC23,Roseiflexus castenholzii DSM 13941,75.4
Thermus aquaticus Y51MC23,Roseiflexus sp. RS-1,75.4
Thermus aquaticus Y51MC23,Synechococcus sp. JA-2-3B'a(2-13),76.5
Thermus aquaticus Y51MC23,Synechococcus sp. JA-3-3Ab,77.3
Thermus aquaticus Y51MC23,Thermocrinis ruber strain DSM 23557,76
Thermus aquaticus Y51MC23,Thermodesulfovibrio sp. N1,78.4
Thermus aquaticus Y51MC23,Thermodesulfovibrio thiophilus DSM 17215,76.5
Thermus aquaticus Y51MC23,Thermus aquaticus Y51MC23,100
Thermus aquaticus Y51MC23,Thermus brockianus strain GE-1,96.4
Thermus brockianus strain GE-1,Caldimicrobium thiodismutans strain TF1,78.8
Thermus brockianus strain GE-1,Candidatus Solibacter usitatus Ellin6076,76
Thermus brockianus strain GE-1,Candidatus Thermochlorobacteriaceae bacterium GBChlB,77.1
Thermus brockianus strain GE-1,Chloracidobacterium thermophilum B,74.8
Thermus brockianus strain GE-1,Chloroflexus aggregans DSM 9485,76.2
Thermus brockianus strain GE-1,Chloroflexus aurantiacus J-10-fl,76.4
Thermus brockianus strain GE-1,Chloroflexus aurantiacus Y-400-fl,76.4
Thermus brockianus strain GE-1,Chloroflexus islandicus strain isl-2,76
Thermus brockianus strain GE-1,Chloroflexus sp. MS-G,75.9
Thermus brockianus strain GE-1,Chloroflexus sp. Y-396-1,76.6
Thermus brockianus strain GE-1,Elioraea tepidiphila DSM 17972,77.1
Thermus brockianus strain GE-1,Gloeomargarita lithophora Alchichica-D10,76.2
Thermus brockianus strain GE-1,Ignavibacterium album JCM 16511,76.7
Thermus brockianus strain GE-1,Meiothermus ruber DSM 1279,85.4
Thermus brockianus strain GE-1,Meiothermus silvanus DSM 9946,85.9
Thermus brockianus strain GE-1,Meiothermus taiwanensis WR-220,85.9
Thermus brockianus strain GE-1,Oscillochloris trichoides DG-6,74.9
Thermus brockianus strain GE-1,Pseudanabaena sp. ABRG5-3,75.5
Thermus brockianus strain GE-1,Pseudanabaena sp. PCC 7367,75.6
Thermus brockianus strain GE-1,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,78.2
Thermus brockianus strain GE-1,Pseudothermotoga lettingae TMO,77.4
Thermus brockianus strain GE-1,Roseiflexus castenholzii DSM 13941,75.6
Thermus brockianus strain GE-1,Roseiflexus sp. RS-1,75.6
Thermus brockianus strain GE-1,Synechococcus sp. JA-2-3B'a(2-13),76.7
Thermus brockianus strain GE-1,Synechococcus sp. JA-3-3Ab,77.4
Thermus brockianus strain GE-1,Thermocrinis ruber strain DSM 23557,76
Thermus brockianus strain GE-1,Thermodesulfovibrio sp. N1,78.1
Thermus brockianus strain GE-1,Thermodesulfovibrio thiophilus DSM 17215,76.7
Thermus brockianus strain GE-1,Thermus aquaticus Y51MC23,96.4
Thermus brockianus strain GE-1,Thermus brockianus strain GE-1,100
